obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('2312',)",33.4444007874,1,0,1029.1898056,29,29,2,3.34444007874,29,29,3724598986.97,3724598987.37,3659598532.9,44.36829,-124.9528,0.0,34.092251525,29,29,internal_timestamp,499.260009766,29,29,898098,1450609732,5.61910009384,29,29,3659598532.9
"('2313',)",33.4244003296,1,0,1029.20934617,29,29,2,3.34244003296,29,29,3724598986.97,3724598987.37,3659598543.9,44.36829,-124.9528,0.0,34.0954718213,29,29,internal_timestamp,502.179992676,29,29,904660,1450609743,5.59200000763,29,29,3659598543.9
"('2314',)",33.39220047,1,0,1029.23378661,29,29,2,3.339220047,29,29,3724598986.97,3724598987.37,3659598554.9,44.36829,-124.9528,0.0,34.1020046409,29,29,internal_timestamp,505.109985352,29,29,898502,1450609754,5.54790019989,29,29,3659598554.9
"('2315',)",33.3829994202,1,0,1029.24894249,29,29,2,3.33829994202,29,29,3724598986.97,3724598987.37,3659598565.9,44.36829,-124.9528,0.0,34.1021186796,29,29,internal_timestamp,508.049987793,29,29,904607,1450609765,5.53599977493,29,29,3659598565.9
"('2316',)",33.3768005371,1,0,1029.26374421,29,29,2,3.33768005371,29,29,3724598986.97,3724598987.37,3659598576.91,44.36829,-124.9528,0.0,34.1020799732,29,29,internal_timestamp,511.040008545,29,29,908977,1450609776,5.52759981155,29,29,3659598576.91
"('2317',)",33.3610992432,1,0,1029.28436526,29,29,2,3.33610992432,29,29,3724598986.97,3724598987.37,3659598587.9,44.36829,-124.9528,0.0,34.1066894547,29,29,internal_timestamp,514.059997559,29,29,904535,1450609787,5.50390005112,29,29,3659598587.9
"('2318',)",33.3504981995,1,0,1029.30032855,29,29,2,3.33504981995,29,29,3724598986.97,3724598987.37,3659598598.91,44.36829,-124.9528,0.0,34.1072059003,29,29,internal_timestamp,517.049987793,29,29,910049,1450609798,5.48999977112,29,29,3659598598.91
"('2319',)",33.2839012146,1,0,1029.33711869,29,29,2,3.32839012146,29,29,3724598986.97,3724598987.37,3659598609.91,44.36829,-124.9528,0.0,34.1213969463,29,29,internal_timestamp,520.039978027,29,29,905527,1450609809,5.39960002899,29,29,3659598609.91
"('2320',)",33.2472000122,1,0,1029.36340882,29,29,2,3.32472000122,29,29,3724598986.97,3724598987.37,3659598620.91,44.36829,-124.9528,0.0,34.129147189,29,29,internal_timestamp,523.0,29,29,913480,1450609820,5.34919977188,29,29,3659598620.91
"('2321',)",33.2249984741,1,0,1029.38273437,29,29,2,3.32249984741,29,29,3724598986.97,3724598987.37,3659598631.91,44.36829,-124.9528,0.0,34.1316384683,29,29,internal_timestamp,525.960021973,29,29,910686,1450609831,5.32030010223,29,29,3659598631.91
"('2322',)",33.197101593,1,0,1029.40597536,29,29,2,3.3197101593,29,29,3724598986.97,3724598987.37,3659598642.91,44.36829,-124.9528,0.0,34.13734641,29,29,internal_timestamp,528.950012207,29,29,907252,1450609842,5.28179979324,29,29,3659598642.91
"('2323',)",33.1767997742,1,0,1029.42512309,29,29,2,3.31767997742,29,29,3724598986.97,3724598987.37,3659598653.91,44.36829,-124.9528,0.0,34.13985901,29,29,internal_timestamp,531.929992676,29,29,912617,1450609853,5.25500011444,29,29,3659598653.91
"('2324',)",33.1654014587,1,0,1029.44160273,29,29,2,3.31654014587,29,29,3724598986.97,3724598987.37,3659598664.92,44.36829,-124.9528,0.0,34.140983382,29,29,internal_timestamp,534.890014648,29,29,918601,1450609864,5.23960018158,29,29,3659598664.92
"('2325',)",33.1599006653,1,0,1029.45610886,29,29,2,3.31599006653,29,29,3724598986.97,3724598987.37,3659598675.91,44.36829,-124.9528,0.0,34.141046673,29,29,internal_timestamp,537.820007324,29,29,914226,1450609875,5.23190021515,29,29,3659598675.91
"('2326',)",33.1557006836,1,0,1029.47095023,29,29,2,3.31557006836,29,29,3724598986.97,3724598987.38,3659598686.92,44.36829,-124.9528,0.0,34.1416837479,29,29,internal_timestamp,540.75,29,29,921005,1450609886,5.22510004044,29,29,3659598686.92
"('2327',)",33.1511993408,1,0,1029.48565414,29,29,2,3.31511993408,29,29,3724598986.97,3724598987.38,3659598697.92,44.36829,-124.9528,0.0,34.1420722552,29,29,internal_timestamp,543.690002441,29,29,915841,1450609897,5.21820020676,29,29,3659598697.92
"('2328',)",33.1501998901,1,0,1029.49969285,29,29,2,3.31501998901,29,13,3724598986.97,3724598987.38,3659598708.92,44.36829,-124.9528,0.0,34.1421914049,29,29,internal_timestamp,546.650024414,29,29,920288,1450609908,5.21549987793,29,29,3659598708.92
"('2329',)",33.1381988525,1,0,1029.51811199,29,29,2,3.31381988525,29,13,3724598986.97,3724598987.38,3659598719.93,44.36829,-124.9528,0.0,34.1455948651,29,29,internal_timestamp,549.559997559,29,29,926368,1450609919,5.19719982147,29,29,3659598719.93
"('2330',)",33.1031990051,1,0,1029.54442934,29,29,2,3.31031990051,29,13,3724598986.97,3724598987.38,3659598730.92,44.36829,-124.9528,0.0,34.1539700986,29,29,internal_timestamp,552.469970703,29,29,919171,1450609930,5.14809989929,29,29,3659598730.92
"('2331',)",33.0871009827,1,0,1029.5619908,29,29,2,3.30871009827,29,13,3724598986.97,3724598987.38,3659598741.92,44.36829,-124.9528,0.0,34.1559465517,29,29,internal_timestamp,555.349975586,29,29,923589,1450609941,5.12659978867,29,29,3659598741.92
"('2332',)",33.074798584,1,0,1029.58076409,29,29,2,3.3074798584,29,13,3724598986.97,3724598987.38,3659598752.92,44.36829,-124.9528,0.0,34.1600558284,29,29,internal_timestamp,558.190002441,29,29,916841,1450609952,5.10729980469,29,29,3659598752.92
"('2333',)",33.0587005615,1,0,1029.59841492,29,29,2,3.30587005615,29,13,3724598986.97,3724598987.38,3659598763.92,44.36829,-124.9528,0.0,34.1626954195,29,29,internal_timestamp,560.960021973,29,29,922851,1450609963,5.08519983292,29,29,3659598763.92
"('2334',)",33.0439987183,1,0,1029.61793176,29,29,2,3.30439987183,29,13,3724598986.97,3724598987.38,3659598774.93,44.36829,-124.9528,0.0,34.1670903066,29,29,internal_timestamp,563.83001709,29,29,928081,1450609974,5.06290006638,29,29,3659598774.93
"('2335',)",33.0457000732,1,0,1029.62952337,29,29,2,3.30457000732,29,13,3724598986.97,3724598987.38,3659598785.92,44.36829,-124.9528,0.0,34.1654695238,29,29,internal_timestamp,566.690002441,29,29,923397,1450609985,5.06500005722,29,29,3659598785.92
"('2336',)",33.0427017212,1,0,1029.64382391,29,29,2,3.30427017212,29,13,3724598986.97,3724598987.38,3659598796.93,44.36829,-124.9528,0.0,34.1663214093,29,29,internal_timestamp,569.5,29,29,928761,1450609996,5.05940008163,29,29,3659598796.93
"('2337',)",33.0318984985,1,0,1029.65758956,29,29,2,3.30318984985,29,13,3724598986.97,3724598987.38,3659598807.92,44.36829,-124.9528,0.0,34.1680515558,29,29,internal_timestamp,571.780029297,29,29,924860,1450610007,5.04440021515,29,29,3659598807.92
"('2338',)",33.0312995911,1,0,1029.65815603,29,29,2,3.30312995911,29,13,3724598986.97,3724598987.38,3659598816.92,44.36829,-124.9528,0.0,34.1684745238,29,29,internal_timestamp,571.799987793,29,29,922938,1450610016,5.04330015182,29,29,3659598816.92
"('2339',)",33.0005989075,1,0,1029.68897256,29,29,2,3.30005989075,29,13,3724598987.02,3724598987.43,3659601665.15,44.36829,-124.9528,0.0,34.1723122419,29,29,internal_timestamp,576.710021973,29,29,151633,1450612865,5.00250005722,29,29,3659601665.15
"('2340',)",33.0060005188,1,0,1029.68035776,29,29,2,3.30060005188,29,13,3724598987.02,3724598987.43,3659601676.16,44.36829,-124.9528,0.0,34.1709772031,29,29,internal_timestamp,575.289978027,29,29,157202,1450612876,5.01060009003,29,29,3659601676.16
"('2341',)",33.0125007629,1,0,1029.67010051,29,29,2,3.30125007629,29,13,3724598987.02,3724598987.43,3659601687.15,44.36829,-124.9528,0.0,34.1687327978,29,29,internal_timestamp,573.729980469,29,29,151441,1450612887,5.02089977264,29,29,3659601687.15
"('2342',)",33.0186004639,1,0,1029.65941302,29,29,2,3.30186004639,29,13,3724598987.02,3724598987.43,3659601698.15,44.36829,-124.9528,0.0,34.1672795676,29,29,internal_timestamp,571.909973145,29,29,145960,1450612898,5.03009986877,29,29,3659601698.15
"('2343',)",33.0191993713,1,0,1029.65049656,29,29,2,3.30191993713,29,13,3724598987.02,3724598987.43,3659601709.15,44.36829,-124.9528,0.0,34.1674027948,29,29,internal_timestamp,569.989990234,29,29,152939,1450612909,5.03159999847,29,29,3659601709.15
"('2344',)",33.0190010071,1,0,1029.64210687,29,29,2,3.30190010071,29,13,3724598987.02,3724598987.43,3659601720.16,44.36829,-124.9528,0.0,34.1673650963,29,29,internal_timestamp,568.190002441,29,29,159411,1450612920,5.03229999542,29,29,3659601720.16
"('2345',)",33.0336990356,1,0,1029.62779014,29,29,2,3.30336990356,29,13,3724598987.02,3724598987.43,3659601731.15,44.36829,-124.9528,0.0,34.1622343531,29,29,internal_timestamp,566.58001709,29,29,153095,1450612931,5.05469989777,29,29,3659601731.15
"('2346',)",33.0457992554,1,0,1029.61675545,29,29,2,3.30457992554,29,13,3724598987.02,3724598987.43,3659601742.16,44.36829,-124.9528,0.0,34.1597750802,29,29,internal_timestamp,565.070007324,29,29,156692,1450612942,5.07149982452,29,29,3659601742.16
"('2347',)",33.0504989624,1,0,1029.60812528,29,29,2,3.30504989624,29,13,3724598987.02,3724598987.43,3659601753.16,44.36829,-124.9528,0.0,34.159027862,29,29,internal_timestamp,563.510009766,29,29,160886,1450612953,5.07829999924,29,29,3659601753.16
"('2348',)",33.0555992126,1,0,1029.59865565,29,29,2,3.30555992126,29,13,3724598987.02,3724598987.43,3659601764.15,44.36829,-124.9528,0.0,34.1575286579,29,29,internal_timestamp,561.929992676,29,29,154630,1450612964,5.08629989624,29,29,3659601764.15
"('2349',)",33.065700531,1,0,1029.58753975,29,29,2,3.3065700531,29,13,3724598987.02,3724598987.44,3659601775.16,44.36829,-124.9528,0.0,34.1552778897,29,29,internal_timestamp,560.299987793,29,29,161192,1450612975,5.10069990158,29,29,3659601775.16
"('2350',)",33.0680999756,1,0,1029.58066561,29,29,2,3.30680999756,29,13,3724598987.02,3724598987.44,3659601786.16,44.36829,-124.9528,0.0,34.1552715264,29,29,internal_timestamp,558.900024414,29,29,156275,1450612986,5.10410022736,29,29,3659601786.16
"('2351',)",33.0638008118,1,0,1029.57650054,29,29,2,3.30638008118,29,13,3724598987.02,3724598987.44,3659601797.16,44.36829,-124.9528,0.0,34.1568081512,29,29,internal_timestamp,557.570007324,29,29,161895,1450612997,5.09840011597,29,29,3659601797.16
"('2352',)",33.0736999512,1,0,1029.56606965,29,29,2,3.30736999512,29,13,3724598987.02,3724598987.44,3659601808.17,44.36829,-124.9528,0.0,34.1535438018,29,29,internal_timestamp,556.280029297,29,29,168113,1450613008,5.11339998245,29,29,3659601808.17
"('2353',)",33.081401825,1,0,1029.55780397,29,29,2,3.3081401825,29,13,3724598987.02,3724598987.44,3659601819.16,44.36829,-124.9528,0.0,34.1518915734,29,29,internal_timestamp,555.070007324,29,29,163103,1450613019,5.12430000305,29,29,3659601819.16
"('2354',)",33.0844993591,1,0,1029.55081547,29,29,2,3.30844993591,29,13,3724598987.02,3724598987.44,3659601830.17,44.36829,-124.9528,0.0,34.1518717525,29,29,internal_timestamp,553.66998291,29,29,170392,1450613030,5.12849998474,29,29,3659601830.17
"('2355',)",33.1072006226,1,0,1029.53468305,29,29,2,3.31072006226,29,29,3724598987.02,3724598987.44,3659601841.16,44.36829,-124.9528,0.0,34.1454849388,29,29,internal_timestamp,552.16998291,29,29,164293,1450613041,5.16109991074,29,29,3659601841.16
"('2356',)",33.1141014099,1,0,1029.52622256,29,29,2,3.31141014099,29,29,3724598987.02,3724598987.44,3659601852.17,44.36829,-124.9528,0.0,34.1447675991,29,29,internal_timestamp,550.710021973,29,29,170542,1450613052,5.17030000687,29,29,3659601852.17
"('2357',)",33.1208000183,1,0,1029.51780314,29,29,2,3.31208000183,29,29,3724598987.02,3724598987.44,3659601863.16,44.36829,-124.9528,0.0,34.1434533973,29,29,internal_timestamp,549.369995117,29,29,164599,1450613063,5.17980003357,29,29,3659601863.16
"('2358',)",33.126701355,1,0,1029.51003537,29,29,2,3.3126701355,29,29,3724598987.02,3724598987.44,3659601874.17,44.36829,-124.9528,0.0,34.142978744,29,29,internal_timestamp,547.979980469,29,29,170663,1450613074,5.1876001358,29,29,3659601874.17
"('2359',)",33.1278991699,1,0,1029.50355111,29,29,2,3.31278991699,29,29,3724598987.02,3724598987.44,3659601885.17,44.36829,-124.9528,0.0,34.1425467264,29,29,internal_timestamp,546.710021973,29,29,165790,1450613085,5.19000005722,29,29,3659601885.17
"('2360',)",33.1352005005,1,0,1029.49503188,29,29,2,3.31352005005,29,29,3724598987.02,3724598987.44,3659601896.17,44.36829,-124.9528,0.0,34.14132237,29,29,internal_timestamp,545.349975586,29,29,168910,1450613096,5.20009994507,29,29,3659601896.17
"('2361',)",33.1421012878,1,0,1029.48493317,29,29,2,3.31421012878,29,29,3724598987.02,3724598987.44,3659601907.17,44.36829,-124.9528,0.0,34.1397843655,29,29,internal_timestamp,543.700012207,29,29,173238,1450613107,5.21019983292,29,29,3659601907.17
"('2362',)",33.1468009949,1,0,1029.47664969,29,29,2,3.31468009949,29,29,3724598987.02,3724598987.44,3659601918.18,44.36829,-124.9528,0.0,34.1392174845,29,29,internal_timestamp,542.179992676,29,29,179675,1450613118,5.21680021286,29,29,3659601918.18
"('2363',)",33.1473999023,1,0,1029.46916057,29,29,2,3.31473999023,29,29,3724598987.02,3724598987.44,3659601929.18,44.36829,-124.9528,0.0,34.139169799,29,29,internal_timestamp,540.599975586,29,29,176445,1450613129,5.21829986572,29,29,3659601929.18
"('2364',)",33.1539993286,1,0,1029.4587228,29,29,2,3.31539993286,29,29,3724598987.02,3724598987.44,3659601940.17,44.36829,-124.9528,0.0,34.137519597,29,29,internal_timestamp,538.890014648,29,29,172683,1450613140,5.2281999588,29,29,3659601940.17
"('2365',)",33.1589012146,1,0,1029.44909707,29,29,2,3.31589012146,29,29,3724598987.02,3724598987.44,3659601951.17,44.36829,-124.9528,0.0,34.136689459,29,29,internal_timestamp,537.140014648,29,29,169981,1450613151,5.23540019989,29,29,3659601951.17
"('2366',)",33.1643981934,1,0,1029.4396087,29,29,2,3.31643981934,29,29,3724598987.02,3724598987.44,3659601962.18,44.36829,-124.9528,0.0,34.1357993961,29,29,internal_timestamp,535.450012207,29,29,177059,1450613162,5.24329996109,29,29,3659601962.18
"('2367',)",33.1809005737,1,0,1029.42510307,29,29,2,3.31809005737,29,29,3724598987.02,3724598987.44,3659601973.18,44.36829,-124.9528,0.0,34.1321549829,29,29,internal_timestamp,533.570007324,29,29,183232,1450613173,5.26639986038,29,29,3659601973.18
"('2368',)",33.1912002563,1,0,1029.41267666,29,29,2,3.31912002563,29,29,3724598987.02,3724598987.44,3659601984.18,44.36829,-124.9528,0.0,34.1303005921,29,29,internal_timestamp,531.590026855,29,29,178256,1450613184,5.28079986572,29,29,3659601984.18
"('2369',)",33.2038993835,1,0,1029.39973619,29,29,2,3.32038993835,29,29,3724598987.02,3724598987.44,3659601995.19,44.36829,-124.9528,0.0,34.1280164521,29,29,internal_timestamp,529.659973145,29,29,185400,1450613195,5.29829978943,29,29,3659601995.19
"('2370',)",33.2289009094,1,0,1029.38230801,29,29,2,3.32289009094,29,29,3724598987.02,3724598987.44,3659602006.19,44.36829,-124.9528,0.0,34.121944642,29,29,internal_timestamp,527.900024414,29,29,186752,1450613206,5.33330011368,29,29,3659602006.19
"('2371',)",33.2361984253,1,0,1029.3726603,29,29,2,3.32361984253,29,29,3724598987.02,3724598987.45,3659602017.18,44.36829,-124.9528,0.0,34.1216307733,29,29,internal_timestamp,526.119995117,29,29,179721,1450613217,5.34270000458,29,29,3659602017.18
"('2372',)",33.2379989624,1,0,1029.36547453,29,29,2,3.32379989624,29,29,3724598987.02,3724598987.45,3659602028.18,44.36829,-124.9528,0.0,34.1222579689,29,29,internal_timestamp,524.510009766,29,29,182554,1450613228,5.34490013123,29,29,3659602028.18
"('2373',)",33.2504005432,1,0,1029.35481808,29,29,2,3.32504005432,29,29,3724598987.02,3724598987.45,3659602039.19,44.36829,-124.9528,0.0,34.119327097,29,29,internal_timestamp,523.190002441,29,29,188509,1450613239,5.36240005493,29,29,3659602039.19
"('2374',)",33.2661018372,1,0,1029.34395243,29,29,2,3.32661018372,29,29,3724598987.02,3724598987.45,3659602050.18,44.36829,-124.9528,0.0,34.1160404117,29,29,internal_timestamp,522.0,29,29,184883,1450613250,5.38390016556,29,29,3659602050.18
"('2375',)",33.2848014832,1,0,1029.33318157,29,29,2,3.32848014832,29,29,3724598987.02,3724598987.45,3659602061.19,44.36829,-124.9528,0.0,34.1134445932,29,29,internal_timestamp,520.789978027,29,29,190650,1450613261,5.40810012817,29,29,3659602061.19
"('2376',)",33.3307991028,1,0,1029.31074116,29,29,2,3.33307991028,29,29,3724598987.02,3724598987.45,3659602072.19,44.36829,-124.9528,0.0,34.1023385141,29,29,internal_timestamp,519.619995117,29,29,188334,1450613272,5.47139978409,29,29,3659602072.19
"('2377',)",33.3420982361,1,0,1029.30354481,29,29,2,3.33420982361,29,29,3724598987.02,3724598987.45,3659602083.18,44.36829,-124.9528,0.0,34.1021040431,29,29,internal_timestamp,518.479980469,29,29,183799,1450613283,5.48489999771,29,29,3659602083.18
"('2378',)",33.3460998535,1,0,1029.29781,29,29,2,3.33460998535,29,29,3724598987.02,3724598987.45,3659602094.19,44.36829,-124.9528,0.0,34.1019285198,29,29,internal_timestamp,517.409973145,29,29,190630,1450613294,5.49009990692,29,29,3659602094.19
"('2379',)",33.3569984436,1,0,1029.28937524,29,29,2,3.33569984436,29,29,3724598987.02,3724598987.45,3659602105.19,44.36829,-124.9528,0.0,34.1003330638,29,29,internal_timestamp,516.260009766,29,29,187880,1450613305,5.50449991226,29,29,3659602105.19
"('2380',)",33.3646011353,1,0,1029.28245834,29,29,2,3.33646011353,29,29,3724598987.02,3724598987.45,3659602116.2,44.36829,-124.9528,0.0,34.0995041336,29,29,internal_timestamp,515.179992676,29,29,199852,1450613316,5.51440000534,29,29,3659602116.2
"('2381',)",33.3656005859,1,0,1029.27671135,29,29,2,3.33656005859,29,29,3724598987.02,3724598987.45,3659602127.19,44.36829,-124.9528,0.0,34.099185379,29,29,internal_timestamp,514.039978027,29,29,187153,1450613327,5.51639986038,29,29,3659602127.19
"('2382',)",33.3657989502,1,0,1029.27144701,29,29,2,3.33657989502,29,29,3724598987.02,3724598987.45,3659602138.19,44.36829,-124.9528,0.0,34.0997184602,29,29,internal_timestamp,512.809997559,29,29,190732,1450613338,5.51669979095,29,29,3659602138.19
"('2383',)",33.3697013855,1,0,1029.26488139,29,29,2,3.33697013855,29,29,3724598987.02,3724598987.45,3659602149.2,44.36829,-124.9528,0.0,34.0991805832,29,29,internal_timestamp,511.630004883,29,29,195357,1450613349,5.52220010757,29,29,3659602149.2
"('2384',)",33.3716011047,1,0,1029.25906956,29,29,2,3.33716011047,29,29,3724598987.02,3724598987.45,3659602160.2,44.36829,-124.9528,0.0,34.0985315945,29,29,internal_timestamp,510.570007324,29,29,198944,1450613360,5.52549982071,29,29,3659602160.2
"('2385',)",33.3781013489,1,0,1029.25165544,29,29,2,3.33781013489,29,29,3724598987.02,3724598987.45,3659602171.2,44.36829,-124.9528,0.0,34.0972880206,29,29,internal_timestamp,509.429992676,29,29,202974,1450613371,5.53459978104,29,29,3659602171.2
"('2386',)",33.3828010559,1,0,1029.24522085,29,29,2,3.33828010559,29,29,3724598987.02,3724598987.45,3659602182.2,44.36829,-124.9528,0.0,34.0972755352,29,29,internal_timestamp,508.200012207,29,29,196367,1450613382,5.54050016403,29,29,3659602182.2
"('2387',)",33.4006004333,1,0,1029.23339371,29,29,2,3.34006004333,29,29,3724598987.02,3724598987.45,3659602193.2,44.36829,-124.9528,0.0,34.0931107147,29,29,internal_timestamp,507.049987793,29,29,199922,1450613393,5.56519985199,29,29,3659602193.2
"('2388',)",33.4145011902,1,0,1029.22311261,29,29,2,3.34145011902,29,29,3724598987.02,3724598987.45,3659602204.2,44.36829,-124.9528,0.0,34.0903044984,29,29,internal_timestamp,505.839996338,29,29,195118,1450613404,5.5841999054,29,29,3659602204.2
"('2389',)",33.4219017029,1,0,1029.21605905,29,29,2,3.34219017029,29,29,3724598987.02,3724598987.45,3659602215.2,44.36829,-124.9528,0.0,34.0899076204,29,29,internal_timestamp,504.640014648,29,29,199007,1450613415,5.59350013733,29,29,3659602215.2
"('2390',)",33.4336013794,1,0,1029.20638358,29,29,2,3.34336013794,29,29,3724598987.02,3724598987.45,3659602226.2,44.36829,-124.9528,0.0,34.0872080135,29,29,internal_timestamp,503.470001221,29,29,202766,1450613426,5.60989999771,29,29,3659602226.2
"('2391',)",33.439201355,1,0,1029.20031294,29,29,2,3.3439201355,29,29,3724598987.02,3724598987.45,3659602237.21,44.36829,-124.9528,0.0,34.087034772,29,29,internal_timestamp,502.380004883,29,29,205759,1450613437,5.61689996719,29,29,3659602237.21
"('2392',)",33.4491004944,1,0,1029.19221137,29,29,2,3.34491004944,29,29,3724598987.02,3724598987.45,3659602248.21,44.36829,-124.9528,0.0,34.0850480132,29,29,internal_timestamp,501.350006104,29,29,210083,1450613448,5.63049983978,29,29,3659602248.21
"('2393',)",33.4504013062,1,0,1029.18742838,29,29,2,3.34504013062,29,29,3724598987.02,3724598987.45,3659602259.2,44.36829,-124.9528,0.0,34.085880822,29,29,internal_timestamp,500.200012207,29,29,204675,1450613459,5.63170003891,29,29,3659602259.2
"('2394',)",33.457901001,1,0,1029.17946145,29,29,2,3.3457901001,29,13,3724598987.02,3724598987.45,3659602270.21,44.36829,-124.9528,0.0,34.0842592278,29,29,internal_timestamp,499.049987793,29,29,211333,1450613470,5.64230012894,29,29,3659602270.21
"('2395',)",33.4632987976,1,0,1029.17311446,29,29,2,3.34632987976,29,13,3724598987.02,3724598987.45,3659602281.21,44.36829,-124.9528,0.0,34.0831970221,29,29,internal_timestamp,498.070007324,29,29,206197,1450613481,5.64989995956,29,29,3659602281.21
"('2396',)",33.4656982422,1,0,1029.16853315,29,29,2,3.34656982422,29,13,3724598987.02,3724598987.45,3659602292.21,44.36829,-124.9528,0.0,34.0834660728,29,29,internal_timestamp,497.109985352,29,29,212575,1450613492,5.65280008316,29,29,3659602292.21
"('2397',)",33.4803009033,1,0,1029.15801516,29,29,2,3.34803009033,29,13,3724598987.02,3724598987.45,3659602303.21,44.36829,-124.9528,0.0,34.0798745104,29,29,internal_timestamp,496.029998779,29,29,208549,1450613503,5.67329978943,29,29,3659602303.21
"('2398',)",33.4929008484,1,0,1029.14715241,29,29,2,3.34929008484,29,13,3724598987.02,3724598987.45,3659602314.21,44.36829,-124.9528,0.0,34.0767492169,29,29,internal_timestamp,494.720001221,29,29,214062,1450613514,5.69119977951,29,29,3659602314.21
"('2399',)",33.495300293,1,0,1029.14024906,29,29,2,3.3495300293,29,13,3724598987.02,3724598987.46,3659602325.21,44.36829,-124.9528,0.0,34.0760634207,29,29,internal_timestamp,493.450012207,29,29,208540,1450613525,5.69519996643,29,29,3659602325.21
"('2400',)",33.5000991821,1,0,1029.1341161,29,29,2,3.35000991821,29,13,3724598987.02,3724598987.46,3659602336.21,44.36829,-124.9528,0.0,34.0757967455,29,29,internal_timestamp,492.339996338,29,29,212189,1450613536,5.70139980316,29,29,3659602336.21
"('2401',)",33.5190010071,1,0,1029.12164914,29,29,2,3.35190010071,29,13,3724598987.02,3724598987.46,3659602347.22,44.36829,-124.9528,0.0,34.0716065857,29,29,internal_timestamp,491.100006104,29,29,215884,1450613547,5.72739982605,29,29,3659602347.22
"('2402',)",33.5227012634,1,0,1029.11427673,29,29,2,3.35227012634,29,13,3724598987.02,3724598987.46,3659602358.21,44.36829,-124.9528,0.0,34.0700173736,29,29,internal_timestamp,489.950012207,29,29,209063,1450613558,5.73369979858,29,29,3659602358.21
"('2403',)",33.5242996216,1,0,1029.10750126,29,29,2,3.35242996216,29,13,3724598987.02,3724598987.46,3659602369.21,44.36829,-124.9528,0.0,34.068885458,29,29,internal_timestamp,488.769989014,29,29,212806,1450613569,5.73719978333,29,29,3659602369.21
"('2404',)",33.5321006775,1,0,1029.10008816,29,29,2,3.35321006775,29,13,3724598987.02,3724598987.46,3659602380.22,44.36829,-124.9528,0.0,34.0681246462,29,29,internal_timestamp,487.579986572,29,29,216927,1450613580,5.74730014801,29,29,3659602380.22
"('2405',)",33.5382995605,1,0,1029.09384174,29,29,2,3.35382995605,29,13,3724598987.02,3724598987.46,3659602391.21,44.36829,-124.9528,0.0,34.0678135868,29,29,internal_timestamp,486.5,29,29,212882,1450613591,5.75509977341,29,29,3659602391.21
"('2406',)",33.5457992554,1,0,1029.08679764,29,29,2,3.35457992554,29,13,3724598987.02,3724598987.46,3659602402.22,44.36829,-124.9528,0.0,34.0667481411,29,29,internal_timestamp,485.440002441,29,29,219465,1450613602,5.76510000229,29,29,3659602402.22
"('2407',)",33.5531005859,1,0,1029.08017428,29,29,2,3.35531005859,29,13,3724598987.02,3724598987.46,3659602413.21,44.36829,-124.9528,0.0,34.0666133982,29,29,internal_timestamp,484.279998779,29,29,213182,1450613613,5.77400016785,29,29,3659602413.21
"('2408',)",33.5555992126,1,0,1029.07397981,29,29,2,3.35555992126,29,13,3724598987.02,3724598987.46,3659602424.23,44.36829,-124.9528,0.0,34.0664118526,29,29,internal_timestamp,483.070007324,29,29,227674,1450613624,5.77759981155,29,29,3659602424.23
"('2409',)",33.5559997559,1,0,1029.067571,29,29,2,3.35559997559,29,13,3724598987.02,3724598987.46,3659602435.23,44.36829,-124.9528,0.0,34.0665445122,29,29,internal_timestamp,481.679992676,29,29,225548,1450613635,5.77860021591,29,29,3659602435.23
"('2410',)",33.5573997498,1,0,1029.0605106,29,29,2,3.35573997498,29,13,3724598987.02,3724598987.46,3659602446.22,44.36829,-124.9528,0.0,34.0659813407,29,29,internal_timestamp,480.320007324,29,29,224191,1450613646,5.7814002037,29,29,3659602446.22
"('2411',)",33.557800293,1,0,1029.0554805,29,29,2,3.3557800293,29,13,3724598987.02,3724598987.46,3659602457.23,44.36829,-124.9528,0.0,34.0663980775,29,29,internal_timestamp,479.170013428,29,29,228044,1450613657,5.78200006485,29,29,3659602457.23
"('2412',)",33.5569992065,1,0,1029.04788663,29,29,2,3.35569992065,29,13,3724598987.02,3724598987.46,3659602468.22,44.36829,-124.9528,0.0,34.0647443601,29,29,internal_timestamp,477.839996338,29,29,222660,1450613668,5.78340005875,29,29,3659602468.22
"('2413',)",33.5554008484,1,0,1029.04079683,29,29,2,3.35554008484,29,13,3724598987.02,3724598987.46,3659602479.23,44.36829,-124.9528,0.0,34.0641650311,29,29,internal_timestamp,476.380004883,29,29,227715,1450613679,5.78289985657,29,29,3659602479.23
"('2414',)",33.5540008545,1,0,1029.03554706,29,29,2,3.35540008545,29,13,3724598987.02,3724598987.46,3659602490.22,44.36829,-124.9528,0.0,34.0645043982,29,29,internal_timestamp,475.140014648,29,29,220678,1450613690,5.78159999847,29,29,3659602490.22
